Location,Bedroom,Total_Sqft,Bathroom,Price,Price/Sqft
Lakshminarayana Pura,2,1200.0,2.0,8300000,6916.67
Lakshminarayana Pura,2,1200.0,2.0,8000000,6666.67
Lakshminarayana Pura,2,1195.0,2.0,7500000,6276.15
Lakshminarayana Pura,2,1200.0,2.0,8000000,6666.67
Lingadheeranahalli,3,1521.0,3.0,9500000,6245.89
Lingadheeranahalli,3,1511.0,3.0,9500000,6287.23
Lingadheeranahalli,3,1683.0,3.0,10900000,6476.53
Lingadheeranahalli,3,1519.0,3.0,9300000,6122.45
Lingadheeranahalli,3,1521.0,3.0,9499000,6245.23
Lingadheeranahalli,3,1682.0,3.0,12000000,7134.36
Lingadheeranahalli,3,1521.0,3.0,9471000,6226.82
Lingadheeranahalli,3,1893.0,3.0,13000000,6867.41
Lingadheeranahalli,3,1705.0,3.0,11000000,6451.61
Lingadheeranahalli,4,2245.0,4.0,15400000,6859.69
Lingadheeranahalli,3,1682.0,3.0,11300000,6718.19
Lingadheeranahalli,3,1682.0,3.0,11400000,6777.65
Lingadheeranahalli,3,1506.0,3.0,9500000,6308.1
Lingadheeranahalli,3,1683.0,3.0,11000000,6535.95
Lingadheeranahalli,3,1684.0,3.0,12000000,7125.89
Lingadheeranahalli,4,2236.0,4.0,15300000,6842.58
Lingadheeranahalli,3,1894.0,4.0,11400000,6019.01
Lingadheeranahalli,4,2240.0,4.0,16000000,7142.86
Magadi Road,6,3600.0,6.0,14100000,3916.67
Magadi Road,2,1116.0,2.0,5000000,4480.29
Magadi Road,3,1282.0,2.0,4900000,3822.15
Magadi Road,2,884.0,2.0,4110000,4649.32
Magadi Road,2,1005.0,2.0,5578000,5550.25
Magadi Road,2,1000.0,2.0,4650000,4650.0
Magadi Road,4,1500.0,2.0,9300000,6200.0
Magadi Road,3,1322.0,2.0,5882000,4449.32
Magadi Road,2,1345.0,2.0,5500000,4089.22
Magadi Road,3,1191.0,2.0,5538000,4649.87
Magadi Road,5,5000.0,6.0,36000000,7200.0
Magadi Road,2,1116.0,2.0,5189000,4649.64
Magadi Road,3,1052.0,2.0,6000000,5703.42
Magadi Road,2,940.0,2.0,5000000,5319.15
Magadi Road,3,1318.0,2.0,6800000,5159.33
Magadi Road,3,1187.0,2.0,5519500,4649.96
Magadi Road,2,884.0,2.0,4800000,5429.86
Mahadevpura,3,1720.0,3.0,7800000,4534.88
Mahadevpura,2,1150.0,2.0,5200000,4521.74
Mahadevpura,2,1250.0,2.0,5200000,4160.0
Mahadevpura,2,1260.0,2.0,5760000,4571.43
Mahadevpura,1,730.0,1.0,3500000,4794.52
Mahadevpura,3,1434.0,2.0,6739000,4699.44
Mahadevpura,2,1146.0,2.0,5380000,4694.59
Mahadevpura,2,1532.0,2.0,6200000,4047.0
Mahadevpura,3,1620.0,2.0,7600000,4691.36
Mahadevpura,2,1136.0,2.0,6450000,5677.82
Mahadevpura,3,1400.0,2.0,6580000,4700.0
Mahadevpura,2,1137.0,2.0,5340000,4696.57
Mahadevpura,3,1601.0,3.0,9500000,5933.79
Mahadevpura,3,1450.0,3.0,7500000,5172.41
Mahadevpura,2,1152.0,2.0,5400000,4687.5
Mahadevpura,2,1212.0,2.0,5690000,4694.72
Mahadevpura,3,1505.0,3.0,6400000,4252.49
Mahadevpura,3,1505.0,3.0,7800000,5182.72
Mahadevpura,3,1500.0,2.0,7000000,4666.67
Mahadevpura,2,1236.0,2.0,5800000,4692.56
Mahadevpura,2,1236.0,2.0,5800000,4692.56
Mahadevpura,2,1120.0,2.0,5300000,4732.14
Mahalakshmi Layout,4,1575.0,5.0,15800000,10031.75
Mahalakshmi Layout,2,1105.0,2.0,8000000,7239.82
Mahalakshmi Layout,4,1200.0,3.0,16000000,13333.33
Mahalakshmi Layout,3,1200.0,2.0,11000000,9166.67
Mahalakshmi Layout,3,1876.0,3.0,15000000,7995.74
Mallasandra,3,1665.0,3.0,9500000,5705.71
Mallasandra,3,1665.0,3.0,8658000,5200.0
Mallasandra,2,1340.0,2.0,6100000,4552.24
Mallasandra,2,1325.0,2.0,7000000,5283.02
Mallasandra,3,1665.0,3.0,8691000,5219.82
Mallasandra,2,1325.0,2.0,7000000,5283.02
Mallasandra,2,905.0,2.0,4000000,4419.89
Mallasandra,2,1325.0,2.0,6500000,4905.66
Mallasandra,2,1325.0,2.0,7300000,5509.43
Mallasandra,2,1565.0,2.0,6900000,4408.95
Mallasandra,2,905.0,2.0,3500000,3867.4
Mallasandra,3,1524.0,2.0,7200000,4724.41
Mallasandra,3,1100.0,2.0,7630000,6936.36
Malleshpalya,2,1140.0,2.0,4650000,4078.95
Malleshpalya,2,1225.0,2.0,4686000,3825.31
Malleshpalya,3,1785.0,3.0,7500000,4201.68
Malleshpalya,2,1052.0,2.0,5000000,4752.85
Malleshpalya,3,1405.0,2.0,7700000,5480.43
Malleshpalya,2,1065.0,2.0,5000000,4694.84
Malleshpalya,2,1210.0,2.0,5500000,4545.45
Malleshpalya,3,1900.0,3.0,6000000,3157.89
Malleshpalya,2,1060.0,2.0,4000000,3773.58
Malleshpalya,3,1430.0,2.0,6950000,4860.14
Malleshpalya,2,1421.0,2.0,9000000,6333.57
Malleshpalya,2,1245.0,2.0,5500000,4417.67
Malleshpalya,2,1200.0,2.0,4600000,3833.33
Malleshpalya,2,1225.0,2.0,5200000,4244.9
Malleshwaram,1,705.0,1.0,6700000,9503.55
Malleshwaram,7,12000.0,7.0,220000000,18333.33
Malleshwaram,4,2500.0,5.0,32500000,13000.0
Malleshwaram,3,2006.0,3.0,29700000,14805.58
Malleshwaram,1,686.0,1.0,6250000,9110.79
Malleshwaram,3,2475.0,4.0,33200000,13414.14
Malleshwaram,3,2610.0,3.0,39900000,15287.36
Malleshwaram,3,2475.0,4.0,32000000,12929.29
Malleshwaram,2,900.0,2.0,9500000,10555.56
Malleshwaram,2,1420.0,2.0,15800000,11126.76
Malleshwaram,3,2000.0,3.0,25000000,12500.0
Malleshwaram,3,2215.0,3.0,27500000,12415.35
Malleshwaram,3,1600.0,3.0,16000000,10000.0
Malleshwaram,3,2475.0,4.0,30000000,12121.21
Malleshwaram,3,2600.0,3.0,23700000,9115.38
Malleshwaram,3,2215.0,4.0,31000000,13995.49
Malleshwaram,1,480.0,1.0,6000000,12500.0
Malleshwaram,2,1290.0,2.0,12000000,9302.33
Malleshwaram,3,2475.0,4.0,32600000,13171.72
Malleshwaram,3,2476.0,3.0,33700000,13610.66
Malleshwaram,2,900.0,2.0,9000000,10000.0
Malleshwaram,3,2250.0,3.0,20000000,8888.89
Malleshwaram,3,2050.0,4.0,27000000,13170.73
Malleshwaram,2,900.0,2.0,7200000,8000.0
Malleshwaram,1,620.0,1.0,8680000,14000.0
Malleshwaram,2,600.0,1.0,6800000,11333.33
Malleshwaram,3,2475.0,4.0,33700000,13616.16
Malleshwaram,3,2215.0,3.0,27500000,12415.35
Malleshwaram,3,2215.0,3.0,33000000,14898.42
Malleshwaram,4,2800.0,4.0,25200000,9000.0
Malleshwaram,2,1020.0,2.0,8000000,7843.14
Malleshwaram,2,600.0,1.0,9000000,15000.0
Malleshwaram,3,2200.0,3.0,27500000,12500.0
Malleshwaram,3,2475.0,4.0,32600000,13171.72
Malleshwaram,2,1500.0,2.0,14000000,9333.33
Malleshwaram,3,2475.0,4.0,34000000,13737.37
Malleshwaram,2,1400.0,2.0,19000000,13571.43
Malleshwaram,3,2475.0,4.0,30000000,12121.21
Malleshwaram,3,2400.0,3.0,38000000,15833.33
Malleshwaram,1,580.0,1.0,4500000,7758.62
Malleshwaram,2,1410.0,2.0,12500000,8865.25
Malleshwaram,4,2610.0,4.0,30600000,11724.14
Marathahalli,3,1310.0,3.0,6325000,4828.24
Marathahalli,2,1220.0,2.0,5700000,4672.13
Marathahalli,2,1200.0,2.0,5200000,4333.33
Marathahalli,2,1200.0,2.0,6000000,5000.0
Marathahalli,3,1933.0,3.0,14000000,7242.63
Marathahalli,2,950.0,2.0,4696000,4943.16
Marathahalli,2,1230.0,2.0,8000000,6504.07
Marathahalli,4,3800.0,4.0,25000000,6578.95
Marathahalli,2,1019.0,2.0,4985000,4892.05
Marathahalli,2,1215.0,2.0,6700000,5514.4
Marathahalli,4,2181.0,3.0,15200000,6969.28
Marathahalli,2,1170.0,2.0,5300000,4529.91
Marathahalli,2,1019.0,2.0,4986000,4893.03
Marathahalli,2,1325.0,2.0,7155000,5400.0
Marathahalli,2,1220.0,2.0,5650000,4631.15
Marathahalli,3,1575.0,3.0,7800000,4952.38
Marathahalli,2,1152.0,2.0,5600000,4861.11
Marathahalli,3,1610.0,3.0,9000000,5590.06
Marathahalli,2,1146.0,2.0,7000000,6108.2
Marathahalli,4,4000.0,5.0,21200000,5300.0
Marathahalli,3,1469.0,3.0,8900000,6058.54
Marathahalli,3,1530.0,3.0,7450000,4869.28
Marathahalli,3,1840.0,3.0,9800000,5326.09
Marathahalli,4,3951.0,4.0,22000000,5568.21
Marathahalli,3,1350.0,2.0,6200000,4592.59
Marathahalli,4,2519.0,5.0,18500000,7344.18
Marathahalli,3,1385.0,2.0,6665000,4812.27
Marathahalli,2,957.0,2.0,4690000,4900.73
Marathahalli,3,1583.0,3.0,10500000,6632.98
Marathahalli,4,2524.0,5.0,19000000,7527.73
Marathahalli,3,1350.0,3.0,7200000,5333.33
Marathahalli,4,4000.0,5.0,21200000,5300.0
Marathahalli,3,1535.0,3.0,7250000,4723.13
Marathahalli,2,1071.0,2.0,5225000,4878.62
Marathahalli,2,1215.0,2.0,5886000,4844.44
Marathahalli,2,1102.0,2.0,5367000,4870.24
Marathahalli,3,1900.0,3.0,12300000,6473.68
Marathahalli,2,1045.0,2.0,6000000,5741.63
Marathahalli,3,1305.0,2.0,6900000,5287.36
Marathahalli,2,1215.0,2.0,5886000,4844.44
Marathahalli,2,1365.0,2.0,7300000,5347.99
Marathahalli,4,3800.0,4.0,20500000,5394.74
Marathahalli,4,3895.0,4.0,22000000,5648.27
Marathahalli,3,1785.0,3.0,9400000,5266.11
Marathahalli,4,4000.0,4.0,22000000,5500.0
Marathahalli,2,1208.0,2.0,7000000,5794.7
Marathahalli,2,1325.0,1.0,9200000,6943.4
Marathahalli,3,1525.0,3.0,9000000,5901.64
Marathahalli,3,1937.0,3.0,14000000,7227.67
Marathahalli,3,1550.0,3.0,8300000,5354.84
Marathahalli,2,1350.0,2.0,8600000,6370.37
Marathahalli,2,957.0,2.0,4700000,4911.18
Marathahalli,4,4000.0,4.0,22000000,5500.0
Marathahalli,2,1230.0,2.0,5700000,4634.15
Marathahalli,2,1200.0,2.0,5800000,4833.33
Marathahalli,3,1650.0,3.0,8645000,5239.39
Marathahalli,1,607.0,1.0,3500000,5766.06
Marathahalli,3,1583.0,3.0,10900000,6885.66
Marathahalli,2,1075.0,2.0,5243000,4877.21
Marathahalli,2,1360.0,2.0,10300000,7573.53
Marathahalli,2,1220.0,2.0,5850000,4795.08
Marathahalli,2,950.0,2.0,4568000,4808.42
Marathahalli,1,615.0,1.0,4400000,7154.47
Marathahalli,3,1595.0,3.0,9000000,5642.63
Marathahalli,2,1350.0,2.0,8900000,6592.59
Marathahalli,2,1020.0,2.0,5700000,5588.24
Marathahalli,2,1600.0,3.0,8800000,5500.0
Marathahalli,1,780.0,1.0,5500000,7051.28
Marathahalli,3,1710.0,3.0,10000000,5847.95
Marathahalli,3,1530.0,3.0,7350000,4803.92
Marathahalli,2,1358.0,2.0,8100000,5964.65
Marathahalli,2,1205.0,2.0,7500000,6224.07
Marathahalli,3,1730.0,3.0,11000000,6358.38
Marathahalli,3,1583.0,3.0,11500000,7264.69
Marathahalli,2,1200.0,2.0,6700000,5583.33
Marathahalli,2,1095.0,2.0,6000000,5479.45
Marathahalli,2,1060.0,2.0,4800000,4528.3
Marathahalli,2,1050.0,2.0,6500000,6190.48
Marathahalli,2,1102.0,2.0,5367000,4870.24
Marathahalli,2,1026.0,2.0,4995000,4868.42
Marathahalli,4,3940.0,4.0,22000000,5583.76
Marathahalli,3,1435.0,3.0,7300000,5087.11
Marathahalli,2,1220.0,2.0,5900000,4836.07
Marathahalli,2,881.0,2.0,4806000,5455.16
Marathahalli,3,1130.0,2.0,5800000,5132.74
Marathahalli,3,1710.0,3.0,10000000,5847.95
Marathahalli,3,1680.0,3.0,10500000,6250.0
Marathahalli,3,1910.0,3.0,11900000,6230.37
Marathahalli,2,1602.0,2.0,10400000,6491.89
Marathahalli,1,700.0,1.0,3800000,5428.57
Marathahalli,3,1469.0,3.0,8900000,6058.54
Marathahalli,3,1385.0,2.0,6850000,4945.85
Marathahalli,3,1690.0,3.0,11600000,6863.91
Marathahalli,2,1065.0,2.0,5500000,5164.32
Marathahalli,3,1693.0,3.0,12500000,7383.34
Marathahalli,3,1693.0,3.0,12500000,7383.34
Marathahalli,2,1196.0,2.0,5790000,4841.14
Marathahalli,3,1595.0,3.0,8800000,5517.24
Marathahalli,3,2122.0,3.0,12500000,5890.67
Marathahalli,3,1730.0,3.0,11500000,6647.4
Marathahalli,4,4000.0,4.0,20000000,5000.0
Marathahalli,3,1200.0,2.0,5817000,4847.5
Marathahalli,2,1125.0,2.0,5500000,4888.89
Marathahalli,3,1950.0,3.0,11500000,5897.44
Marathahalli,2,1250.0,2.0,6800000,5440.0
Marathahalli,2,1125.0,2.0,5680000,5048.89
Marathahalli,2,1350.0,2.0,9000000,6666.67
Marathahalli,2,1200.0,2.0,5300000,4416.67
Marathahalli,4,2500.0,5.0,17500000,7000.0
Marathahalli,2,957.0,2.0,4700000,4911.18
Marathahalli,4,3855.0,4.0,22000000,5706.87
Marathahalli,3,1605.0,3.0,7600000,4735.2
Marathahalli,2,1350.0,2.0,6000000,4444.44
Marathahalli,4,3400.0,4.0,23500000,6911.76
Marathahalli,2,1350.0,2.0,9900000,7333.33
Marathahalli,3,1310.0,3.0,6322000,4825.95
Marathahalli,2,1285.0,2.0,5500000,4280.16
Marathahalli,4,2500.0,5.0,18100000,7240.0
Marathahalli,4,3800.0,4.0,23500000,6184.21
Marathahalli,4,3951.0,4.0,23000000,5821.31
Marathahalli,2,1125.0,2.0,5480000,4871.11
Marathahalli,3,1700.0,3.0,12600000,7411.76
Marathahalli,3,1315.0,2.0,6000000,4562.74
Marathahalli,2,1270.0,2.0,7300000,5748.03
Marathahalli,3,1530.0,3.0,7100000,4640.52
Marathahalli,2,950.0,2.0,4670000,4915.79
Marathahalli,3,1550.0,3.0,8500000,5483.87
Marathahalli,2,1019.0,2.0,4986000,4893.03
Marathahalli,2,1144.0,2.0,6500000,5681.82
Marathahalli,2,1240.0,2.0,5500000,4435.48
Marathahalli,1,1100.0,2.0,7500000,6818.18
Marathahalli,2,1156.0,2.0,5200000,4498.27
Marathahalli,4,2524.0,5.0,18000000,7131.54
Marathahalli,2,1135.0,2.0,6000000,5286.34
Marathahalli,3,1839.0,3.0,13000000,7069.06
Marathahalli,2,1170.0,2.0,8500000,7264.96
Marathahalli,2,1102.0,2.0,5367000,4870.24
Marathahalli,3,1108.0,2.0,6000000,5415.16
Marathahalli,3,1449.0,3.0,11000000,7591.44
Marathahalli,2,1360.0,2.0,10100000,7426.47
Marathahalli,2,1026.0,2.0,5018000,4890.84
Marathahalli,3,1800.0,3.0,9500000,5277.78
Marathahalli,3,1650.0,3.0,8500000,5151.52
Marathahalli,2,1270.0,2.0,8000000,6299.21
Marathahalli,2,1100.0,2.0,5000000,4545.45
Marathahalli,2,1196.0,2.0,5795000,4845.32
Marathahalli,3,1310.0,3.0,6325000,4828.24
Marathahalli,3,1485.0,2.0,9000000,6060.61
Marathahalli,2,1146.0,2.0,6900000,6020.94
Margondanahalli,2,1090.0,2.0,5800000,5321.1
Margondanahalli,2,1200.0,2.0,5850000,4875.0
Margondanahalli,2,1200.0,2.0,6700000,5583.33
Margondanahalli,3,1200.0,2.0,6500000,5416.67
Margondanahalli,2,1000.0,2.0,5700000,5700.0
Margondanahalli,3,1625.0,3.0,8000000,4923.08
Margondanahalli,2,600.0,2.0,3500000,5833.33
Margondanahalli,2,1200.0,2.0,6900000,5750.0
Margondanahalli,2,900.0,2.0,4900000,5444.44
Margondanahalli,2,1140.0,2.0,6000000,5263.16
Margondanahalli,2,1100.0,2.0,5500000,5000.0
Margondanahalli,2,1152.0,1.0,6600000,5729.17
Margondanahalli,3,1448.0,3.0,7000000,4834.25
Margondanahalli,2,1200.0,2.0,6500000,5416.67
Margondanahalli,2,1050.0,2.0,5800000,5523.81
Margondanahalli,2,1160.0,2.0,6500000,5603.45
Margondanahalli,2,1334.0,2.0,6776000,5079.46
Marsur,4,1800.0,4.0,14500000,8055.56
Marsur,3,1200.0,3.0,9000000,7500.0
Marsur,3,1200.0,3.0,12000000,10000.0
Mico Layout,9,5000.0,9.0,21000000,4200.0
Mico Layout,3,1550.0,2.0,6500000,4193.55
Mico Layout,2,1125.0,2.0,4000000,3555.56
Mico Layout,2,1190.0,2.0,3925000,3298.32
Mico Layout,1,800.0,1.0,2950000,3687.5
Mico Layout,3,1250.0,2.0,4400000,3520.0
Mico Layout,2,1171.0,2.0,3900000,3330.49
Mico Layout,2,1200.0,2.0,5350000,4458.33
Mico Layout,3,1670.0,3.0,5900000,3532.93
Mico Layout,2,1140.0,2.0,4300000,3771.93
Munnekollal,2,1170.0,2.0,5200000,4444.44
Munnekollal,2,1102.0,2.0,5367000,4870.24
Munnekollal,3,1390.0,3.0,6800000,4892.09
Munnekollal,2,1200.0,2.0,4950000,4125.0
Munnekollal,2,950.0,2.0,4650000,4894.74
Munnekollal,3,1560.0,3.0,7500000,4807.69
Munnekollal,3,1750.0,3.0,8650000,4942.86
Munnekollal,3,1385.0,2.0,6650000,4801.44
Munnekollal,2,1080.0,2.0,4500000,4166.67
Munnekollal,2,1170.0,2.0,5900000,5042.74
Munnekollal,3,1540.0,2.0,7000000,4545.45
Munnekollal,3,1200.0,2.0,5790000,4825.0
Munnekollal,2,1030.0,2.0,5036000,4889.32
Murugeshpalya,2,1296.0,2.0,8100000,6250.0
Murugeshpalya,3,1550.0,3.0,7400000,4774.19
Murugeshpalya,3,1845.0,3.0,9100000,4932.25
Murugeshpalya,2,1185.0,2.0,8500000,7173.0
Murugeshpalya,2,1225.0,2.0,4800000,3918.37
Murugeshpalya,3,1930.0,3.0,7500000,3886.01
Murugeshpalya,3,1600.0,2.0,6500000,4062.5
Murugeshpalya,3,1344.0,2.0,5600000,4166.67
Murugeshpalya,3,1500.0,2.0,7000000,4666.67
Murugeshpalya,3,1855.0,3.0,9600000,5175.2
Murugeshpalya,2,1175.0,2.0,7500000,6382.98
Mysore Road,2,1175.0,2.0,7350000,6255.32
Mysore Road,3,1710.0,4.0,9131000,5339.77
Mysore Road,2,1020.0,2.0,4895000,4799.02
Mysore Road,2,1175.0,2.0,7350000,6255.32
Mysore Road,2,1070.0,2.0,4500000,4205.61
Mysore Road,2,1239.0,2.0,5300000,4277.64
Mysore Road,2,1060.0,2.0,6200000,5849.06
Mysore Road,2,980.0,2.0,4547000,4639.8
Mysore Road,2,883.0,2.0,4000000,4530.01
Mysore Road,3,1525.0,3.0,9600000,6295.08
Mysore Road,2,1200.0,2.0,6500000,5416.67
Mysore Road,3,1340.0,2.0,6431000,4799.25
Mysore Road,3,1082.0,3.0,5050000,4667.28
Mysore Road,3,1340.0,2.0,6431000,4799.25
Mysore Road,2,883.0,2.0,4095000,4637.6
Mysore Road,2,1070.0,2.0,4965000,4640.19
Mysore Road,3,1082.0,3.0,5000000,4621.07
Mysore Road,2,883.0,2.0,5000000,5662.51
Mysore Road,2,1155.0,2.0,5100000,4415.58
Mysore Road,2,1003.0,2.0,4300000,4287.14
Mysore Road,2,1237.0,2.0,7300000,5901.37
Mysore Road,2,883.0,2.0,4500000,5096.26
Mysore Road,2,1170.0,2.0,6500000,5555.56
Mysore Road,2,1029.5,2.0,5085500,4939.78
Mysore Road,2,940.0,2.0,4361000,4639.36
Mysore Road,3,1500.0,3.0,7400000,4933.33
Mysore Road,2,1020.0,2.0,4895000,4799.02
Mysore Road,3,1568.0,2.0,10000000,6377.55
Mysore Road,3,1410.0,2.0,6400000,4539.01
Mysore Road,2,1175.0,2.0,7050000,6000.0
Mysore Road,3,1080.0,2.0,6000000,5555.56
Mysore Road,3,1500.0,3.0,7000000,4666.67
Mysore Road,2,883.0,2.0,3700000,4190.26
Mysore Road,3,1082.0,2.0,4500000,4158.96
NGR Layout,2,1020.0,2.0,4590000,4500.0
NGR Layout,2,1105.0,2.0,4973000,4500.45
NGR Layout,2,1022.0,2.0,4590000,4491.19
NGR Layout,2,1020.0,2.0,4500000,4411.76
NGR Layout,2,1019.0,2.0,4590000,4504.42
NGR Layout,2,1020.0,2.0,4600000,4509.8
NGR Layout,2,1021.0,2.0,4600000,4505.39
NGR Layout,2,1021.0,2.0,4590000,4495.59
NRI Layout,3,1565.0,2.0,7500000,4792.33
NRI Layout,5,2500.0,5.0,13000000,5200.0
NRI Layout,2,1125.0,2.0,4556000,4049.78
NRI Layout,4,2150.0,4.0,11500000,5348.84
NRI Layout,2,1250.0,2.0,7500000,6000.0
NRI Layout,3,1789.0,3.0,7500000,4192.29
NRI Layout,3,1731.0,3.0,6411000,3703.64
NRI Layout,2,2400.0,2.0,12500000,5208.33
Nagadevanahalli,2,1080.0,2.0,3900000,3611.11
Nagadevanahalli,2,1090.0,2.0,3600000,3302.75
Nagadevanahalli,3,1250.0,2.0,6500000,5200.0
Nagadevanahalli,2,2400.0,2.0,13500000,5625.0
Nagadevanahalli,3,1240.0,2.0,6500000,5241.94
Nagadevanahalli,3,1240.0,2.0,6500000,5241.94
Naganathapura,2,1001.0,2.0,3303000,3299.7
Naganathapura,2,1103.0,2.0,5500000,4986.4
Naganathapura,2,1143.0,2.0,6200000,5424.32
Naganathapura,2,2260.0,3.0,8000000,3539.82
Naganathapura,1,600.0,1.0,3300000,5500.0
Naganathapura,3,1451.0,3.0,6800000,4686.42
Naganathapura,1,1200.0,1.0,3982000,3318.33
Nagappa Reddy Layout,2,1209.0,2.0,5000000,4135.65
Nagappa Reddy Layout,2,1100.0,2.0,4350000,3954.55
Nagappa Reddy Layout,3,1495.0,2.0,6500000,4347.83
Nagappa Reddy Layout,3,1820.0,3.0,7950000,4368.13
Nagappa Reddy Layout,3,1350.0,3.0,6000000,4444.44
Nagappa Reddy Layout,3,1495.0,2.0,7000000,4682.27
Nagarbhavi,3,1630.0,2.0,9800000,6012.27
Nagarbhavi,3,1350.0,3.0,15000000,11111.11
Nagarbhavi,2,1200.0,2.0,15000000,12500.0
Nagarbhavi,3,1523.0,2.0,5340000,3506.24
Nagarbhavi,3,2400.0,3.0,16000000,6666.67
Nagarbhavi,1,884.0,2.0,3600000,4072.4
Nagarbhavi,2,1055.0,2.0,5500000,5213.27
Nagarbhavi,3,1350.0,2.0,5460000,4044.44
Nagarbhavi,2,1223.0,2.0,6000000,4905.97
Nagarbhavi,2,956.0,2.0,4900000,5125.52
Nagarbhavi,3,1560.0,3.0,6600000,4230.77
Nagarbhavi,2,1200.0,2.0,15000000,12500.0
Nagarbhavi,3,1400.0,2.0,8500000,6071.43
Nagarbhavi,3,1515.0,2.0,7900000,5214.52
Nagarbhavi,2,1145.0,2.0,4000000,3493.45
Nagarbhavi,1,300.0,1.0,2000000,6666.67
Nagarbhavi,4,1250.0,3.0,17500000,14000.0
Nagarbhavi,1,710.0,2.0,4000000,5633.8
Nagarbhavi,3,1850.0,3.0,8800000,4756.76
Nagarbhavi,2,1212.0,2.0,5000000,4125.41
Nagarbhavi,2,1020.0,2.0,5500000,5392.16
Nagarbhavi,3,1850.0,3.0,9000000,4864.86
Nagarbhavi,2,1120.0,2.0,5300000,4732.14
Nagarbhavi,3,1850.0,2.0,8800000,4756.76
Nagarbhavi,2,1146.0,2.0,5000000,4363.0
Nagarbhavi,3,1850.0,2.0,8900000,4810.81
Nagarbhavi,2,1190.0,2.0,6300000,5294.12
Nagarbhavi,3,1523.0,2.0,5600000,3676.95
Nagarbhavi,2,1050.0,2.0,8000000,7619.05
Nagarbhavi,5,2500.0,3.0,18000000,7200.0
Nagarbhavi,3,1350.0,3.0,6000000,4444.44
Nagarbhavi,2,1250.0,3.0,17000000,13600.0
Nagarbhavi,3,1635.0,3.0,8500000,5198.78
Nagarbhavi,3,1400.0,2.0,13500000,9642.86
Nagarbhavi,3,2200.0,2.0,9900000,4500.0
Nagarbhavi,2,1100.0,2.0,4620000,4200.0
Nagarbhavi,2,1080.0,2.0,4900000,4537.04
Nagarbhavi,4,1800.0,3.0,18000000,10000.0
Nagarbhavi,2,1225.0,2.0,5800000,4734.69
Nagasandra,2,980.0,2.0,4800000,4897.96
Nagasandra,4,2400.0,4.0,14500000,6041.67
Nagasandra,3,1650.0,3.0,9500000,5757.58
Nagasandra,2,1500.0,2.0,9100000,6066.67
Nagavara,1,400.0,1.0,1400000,3500.0
Nagavara,4,2172.65,3.0,12000000,5523.21
Nagavara,3,1545.0,2.0,5800000,3754.05
Nagavara,3,2319.0,3.0,18000000,7761.97
Nagavara,3,2430.0,4.0,18000000,7407.41
Nagavara,2,936.0,2.0,4020000,4294.87
Nagavara,2,1125.0,2.0,4450000,3955.56
Nagavara,2,1315.0,2.0,7000000,5323.19
Nagavara,2,1077.0,2.0,5000000,4642.53
Nagavara,4,2496.0,4.0,12500000,5008.01
Nagavara,2,1110.0,2.0,4495000,4049.55
Nagavara,2,1247.0,2.0,5856000,4696.07
Nagavarapalya,2,1392.0,2.0,9900000,7112.07
Nagavarapalya,1,705.0,1.0,5250000,7446.81
Nagavarapalya,3,1300.0,3.0,8000000,6153.85
Nagavarapalya,1,705.0,1.0,5700000,8085.11
Nagavarapalya,1,705.0,1.0,5500000,7801.42
Nagavarapalya,1,705.0,1.0,5700000,8085.11
Nagavarapalya,2,1335.0,2.0,11000000,8239.7
Nagavarapalya,2,1260.0,2.0,8550000,6785.71
Narayanapura,2,1308.0,2.0,8904000,6807.34
Narayanapura,3,1566.0,3.0,8330000,5319.28
Narayanapura,3,1485.0,3.0,8500000,5723.91
Narayanapura,2,1302.0,2.0,6909999,5307.22
Narayanapura,2,1308.0,2.0,8904000,6807.34
Narayanapura,3,2357.0,3.0,13500000,5727.62
Narayanapura,3,2357.0,3.0,13500000,5727.62
Narayanapura,2,1469.0,2.0,9914000,6748.81
Neeladri Nagar,2,1053.0,2.0,4500000,4273.5
Neeladri Nagar,2,1363.0,2.0,6800000,4988.99
Neeladri Nagar,3,2556.0,3.0,13300000,5203.44
Neeladri Nagar,1,674.0,1.0,2100000,3115.73
Neeladri Nagar,1,527.0,1.0,2600000,4933.59
Neeladri Nagar,3,1167.0,2.0,3800000,3256.21
Neeladri Nagar,2,1060.0,2.0,3500000,3301.89
Neeladri Nagar,1,640.0,1.0,2050000,3203.12
Neeladri Nagar,2,1105.0,2.0,3000000,2714.93
Neeladri Nagar,2,1100.0,2.0,3000000,2727.27
Neeladri Nagar,3,2111.0,3.0,10300000,4879.2
Nehru Nagar,3,1775.0,3.0,11000000,6197.18
Nehru Nagar,4,2363.0,5.0,12000000,5078.29
Nehru Nagar,4,2342.0,3.0,11500000,4910.33
Nehru Nagar,2,967.0,2.0,4110000,4250.26
Nehru Nagar,3,1374.0,3.0,7200000,5240.17
Nehru Nagar,3,1674.0,3.0,9000000,5376.34
Nehru Nagar,3,1269.0,2.0,6300000,4964.54
Nehru Nagar,2,1100.0,2.0,5000000,4545.45
Nehru Nagar,3,1674.0,3.0,8100000,4838.71
OMBR Layout,3,2420.0,3.0,18500000,7644.63
OMBR Layout,2,1078.0,2.0,6500000,6029.68
OMBR Layout,2,1101.0,2.0,6550000,5949.14
OMBR Layout,2,1041.0,2.0,6550000,6292.03
OMBR Layout,2,1300.0,2.0,8000000,6153.85
