,Price
8952,15000000
5798,3800000
5236,6000000
6617,5500000
4399,4060000
5318,8100000
366,11200000
8165,5500000
2671,4600000
610,7500000
1248,6200000
4875,5690000
3772,3000000
9056,4355000
2610,4400000
116,18800000
5565,18000000
6224,3290999
2120,8500000
4508,9800000
9598,6200000
3067,6300000
9595,4960000
7162,15000000
2628,4600000
1702,12000000
5399,5000000
9370,5800000
4652,5400000
4138,4100000
2259,9700000
1515,3300000
6641,5400000
6174,6000000
4185,6500000
8207,13950000
630,4310000
1180,8350000
2343,2100000
1012,6200000
9046,4848000
2275,4045000
1363,3249000
6911,9000000
106,9600000
5719,8000000
9691,9897000
8305,38500000
3650,6500000
7527,7300000
4089,6423000
7923,4014000
2481,11500000
9917,3936999
3432,11700000
266,6500000
1069,4269000
6353,3600000
9662,3900000
2366,6000000
5630,50000000
9103,4500000
1088,4725000
9996,15600000
2057,8000000
4222,5300000
3469,4500000
1778,7600000
4279,7741000
3921,10800000
1576,1645000
5678,7000000
6835,6500000
6702,9500000
4732,4850000
8996,10000000
231,5900000
2077,3811999
8312,7600000
9333,6500000
8944,10500000
3798,4500000
5210,3600000
3876,7500000
8948,15200000
9454,12800000
3721,6000000
2377,26000000
6718,2000000
6921,30000000
2905,6200000
1115,8500000
303,5800000
9806,11300000
81,25000000
9280,6050000
8868,10000000
5152,4800000
2237,3029000
9124,5000000
1514,3328000
5079,7300000
1158,13500000
1857,8500000
3846,12500000
935,4400000
887,12500000
1685,5000000
4381,4500000
5127,4000000
5849,4220000
9527,8000000
6332,3700000
4300,8300000
3070,8309000
7883,4054000
9237,5400000
2354,6000000
2601,4600000
3779,4332000
4725,11000000
10039,5800000
3695,5500000
9837,5500000
7298,7400000
398,6000000
1477,5800000
2690,4500000
4164,6322000
9364,9482000
3307,3866500
9003,9800000
1106,16800000
7797,6500000
9375,4850000
7616,8700000
6580,17100000
1227,6831999
8557,6500000
5564,1700000
1056,5800000
1405,17600000
4719,8500000
1206,7597000
3017,4900000
236,4500000
4454,2200000
1440,3540000
9282,11000000
6951,30100000
40,22000000
4208,3600000
1775,6500000
6330,3150000
8547,5200000
4926,16000000
9357,7000000
7370,5200000
1259,4800000
7754,5250000
4246,5250000
7841,4017000
8885,6633000
4102,5300000
5900,3800000
1079,4934000
4425,4900000
7194,11000000
1173,4000000
5881,7500000
1608,6195000
2898,20300000
7582,9050000
7028,16500000
8358,5000000
8310,6800000
70,6800000
222,11500000
7590,9063000
314,9000000
740,6600000
4832,13000000
1013,4300000
2915,8387000
5368,7000000
9278,13500000
5050,12500000
8973,8000000
9850,7800000
4863,5760000
5357,15000000
2477,10500000
952,4500000
6356,11000000
1535,4200000
924,8000000
9311,4906000
4713,4500000
8708,5500000
8079,7500000
1432,9300000
9803,4500000
985,9300000
2587,4600000
8226,2900000
9581,7300000
1520,1645000
7439,6500000
1257,16400000
4199,6500000
3529,32400000
9162,5000000
7411,5500000
1890,3290000
8859,6000000
77,7300000
4785,6500000
9680,7000000
4553,13000000
9880,7900000
6813,3669000
6966,4500000
1946,4200000
9682,4000000
5028,11000000
289,4500000
7511,4600000
3129,12000000
6268,6000000
3009,4212000
5201,7500000
6090,16000000
2526,4100000
1398,4900000
9712,5600000
2500,10500000
2454,6400000
9140,5000000
5988,7700000
947,5800000
9722,7700000
8932,15900000
7769,6739000
5041,10000000
6404,15000000
1417,10300000
370,16900000
8995,11200000
5352,18900000
978,16800000
7210,5500000
7470,6000000
2566,7800000
6634,15500000
7495,4500000
8356,3990000
2540,3200000
214,7202000
9336,6740000
5956,6500000
7452,2700000
7142,5500000
9269,7000000
7655,4500000
2365,3012000
7884,4054000
7110,2000000
9720,6700000
6357,13800000
9665,8800000
4746,5799000
7742,3979999
881,26000000
4047,5000000
4485,8500000
3720,6500000
1247,5600000
5494,8000000
5865,3300000
74,5400000
6492,11100000
10064,6408000
7125,9200000
3462,31800000
7250,5500000
8513,5500000
8136,20000000
5245,4000000
649,11500000
4671,5350000
5394,5142000
2589,6800000
5457,5100000
4981,18500000
4936,27000000
3874,6600000
3922,9200000
2737,4400000
5049,5500000
5251,8800000
5621,8500000
6963,11000000
121,14000000
4311,11000000
4013,3700000
2101,4200000
2187,3907000
7569,7700000
2007,1950000
4340,15500000
6821,5700000
7070,46000000
3244,4200000
5527,7000000
4840,15300000
8877,5500000
8867,5856000
3860,5300000
3062,10100000
8733,7000000
7520,9500000
7957,17500000
211,9200000
95,10000000
3562,6200000
8581,8200000
8729,6600000
2539,4300000
93,7200000
8894,12500000
3437,3600000
3851,11000000
7832,7500000
9292,6800000
4500,5500000
6727,9500000
5681,6500000
2916,9939000
8200,4000000
6240,4000000
8482,7044000
7331,20000000
7929,54000000
3164,4340000
8409,5000000
8211,5335000
1508,4500000
2292,6500000
6450,7000000
9945,3761999
1397,7500000
2544,30000000
72,17000000
5481,12600000
1525,1404000
4662,7600000
3767,4000000
5712,5000000
5529,44500000
296,15000000
3664,16500000
10123,9213000
4793,4700000
1526,3600000
9146,5700000
3603,7700000
6494,8600000
4280,9500000
1988,5500000
1769,4400000
2073,8300000
4467,4800000
3344,8528000
3422,18000000
900,7100000
8496,6080000
7678,5899000
4141,3000000
6369,5800000
5207,6411000
9130,5000000
8455,18200000
6236,4063000
6324,22500000
3542,6000000
5809,11000000
1090,5791000
7473,2280000
4161,2600000
3538,27500000
8908,6800000
7165,7300000
5348,28000000
7081,4500000
7815,3795000
5470,7900000
3182,9510000
1803,5800000
7845,7500000
7654,4500000
940,7800000
696,17000000
7553,6408000
1183,4000000
7150,6500000
1197,6800000
8826,10400000
8060,10000000
83,6500000
1682,5600000
4282,11000000
7178,5200000
7244,4500000
4386,10000000
1707,86400000
3261,5160000
9087,4200000
4883,8000000
3526,12000000
838,15800000
8306,4000000
6624,6800000
4362,4950000
496,3700000
6131,4985000
5403,20500000
3509,29700000
9015,8586000
3227,7500000
1667,7700000
5096,5018000
5235,5460000
8784,8500000
9915,5400000
6350,5300000
7126,5400000
9594,15750000
8339,6000000
3498,12900000
7291,7200000
8320,7700000
5833,7472000
7472,25000000
3127,8300000
8387,7000000
2744,11200000
9980,3800000
441,3500000
3423,4800000
8399,20100000
6976,13500000
7134,14000000
927,8100000
1647,5240000
2030,9000000
1378,11500000
4162,5900000
6019,8500000
3270,4700000
2421,40000000
6052,3500000
4096,7684999
8429,10000000
7806,4359000
6947,5400000
6501,9500000
5416,8505000
4119,6450000
5632,18700000
9612,13000000
3251,5200000
8533,19500000
4969,7155000
7586,6500000
2811,4500000
8855,8800000
9570,7600000
2658,5600000
1455,9550000
1715,56000000
5282,5856000
2331,5500000
6734,3000000
3561,9386500
6986,3500000
606,34500000
4607,4279000
9137,3972999
3821,5500000
1615,3600000
1670,6300000
9396,7200000
6231,6700000
879,6100000
3024,4800000
7138,3239000
2082,6540000
4834,15400000
6713,17000000
5619,8000000
5239,15000000
2319,5600000
1381,10500000
278,6400000
6472,13000000
3183,14000000
1037,6500000
187,6000000
9485,26000000
688,3764000
664,5459000
9509,8450000
9888,4842000
2210,6125000
8278,9500000
9536,7800000
7053,5600000
3445,8000000
2770,5200000
2602,9500000
9530,5200000
9341,6540000
3975,4500000
5970,4000000
9773,8900000
4918,6250000
6343,7200000
9658,12500000
5790,5600000
3886,4500000
4663,10500000
4100,13600000
9784,7400000
8344,28000000
813,6480000
416,4279000
9539,3473500
6037,20500000
5693,3148000
3508,42000000
9210,3990000
4453,4000000
5625,8606000
4356,7343000
3170,5200000
4251,5600000
2576,6500000
3228,3749000
2212,2888000
2351,6351000
5942,3950000
5287,5500000
9094,4700000
1203,11100000
8089,13000000
2025,3800000
3962,7300000
3335,8000000
5860,7500000
2274,3351000
5570,11500000
3963,15000000
8177,34900000
3752,2500000
377,29000000
9669,5000000
9706,4650000
1887,4350000
3415,2100000
744,7500000
4128,6200000
6484,5900000
7347,5000000
10045,15000000
6084,7500000
206,3500000
7310,32500000
9413,7500000
6895,7789000
8663,5200000
5522,5220000
3972,4500000
3193,11400000
5034,5367000
5758,60000000
1656,5312000
10112,3685000
3360,6479000
9986,10000000
1559,2768000
6603,9000000
784,5135000
7713,16500000
5014,5243000
7541,9428000
3353,6859000
9734,14900000
8403,9000000
5295,8904000
9149,5900000
7987,24000000
3920,6100000
8610,5800000
4143,6511000
2505,10400000
9854,5400000
5976,7900000
4869,6450000
142,5300000
3971,7000000
6912,4500000
5874,5500000
5653,9200000
5325,14500000
2663,12600000
9456,3500000
6848,5600000
714,10100000
284,3000000
3221,22000000
7906,4054000
5170,6431000
3566,14000000
3209,6117000
2300,3076000
6140,8000000
8806,6210000
7934,30000000
6675,5000000
8242,6800000
5343,19100000
334,12500000
7064,10000000
8808,9325000
5395,29000000
3710,5000000
595,22000000
2021,3350000
4818,7500000
6230,4600000
8396,9000000
7048,40000000
3938,4500000
5171,5050000
9535,7500000
6083,4300000
9385,3500000
3813,6000000
6659,5950000
1701,9500000
4103,6200000
1448,6000000
8280,5800000
4206,5100000
6320,3500000
4532,5066000
1724,4200000
5335,7500000
3025,5232000
8501,2600000
5328,8850000
9793,9690000
5315,9000000
2757,11600000
9480,7500000
10041,4500000
7228,10800000
4441,4500000
9467,5500000
6901,6500000
7001,13100000
9157,4500000
7387,9200000
2441,6300000
4988,7250000
5340,6000000
3521,10500000
6883,2500000
5594,7500000
10076,3685000
6143,13000000
944,3120000
3717,5000000
3536,15000000
4929,31000000
4023,1850000
7200,3850000
1182,7500000
1284,3300000
7459,4500000
6181,50000000
9568,5500000
1201,5586000
5698,5000000
9972,5700000
9122,4129999
7325,9000000
6058,7200000
1460,8800000
3986,3900000
6097,6501000
9026,17000000
6690,2800000
2928,9926000
5151,8500000
5139,4650000
9025,18500000
5791,6000000
8701,6500000
1295,4500000
9603,10100000
6804,5300000
5552,5500000
8923,10300000
4078,4600000
2417,4866000
1602,3600000
5162,7350000
6890,7800000
6360,9900000
2,23500000
6110,9500000
574,22500000
9537,7700000
6569,4500000
347,4500000
8331,3700000
1771,8300000
2299,4982000
2519,6600000
8986,8700000
8512,13900000
8350,5000000
8208,2538000
8931,10300000
1084,4588000
4295,6000000
6157,3500000
3756,2800000
5616,13000000
2172,6350000
6550,9900000
2933,5700000
7572,5700000
1396,5500000
3768,7200000
3478,25000000
9276,7500000
1554,3328000
3460,5900000
6018,3900000
1542,2486000
6135,9575000
2675,4600000
193,10800000
3151,7598999
9417,9505000
4104,6174000
1945,6565000
1915,5600000
1976,4800000
2531,5100000
5458,16500000
648,11500000
4751,11000000
6004,11000000
1179,8989000
5330,27500000
6341,20600000
6867,4500000
2108,3500000
1905,16500000
6434,8000000
4596,21000000
4941,27500000
7050,7000000
4171,6470000
443,1400000
5069,23500000
9197,8000000
10063,3685000
8469,22500000
7834,5579000
2150,3465999
6719,10000000
4546,12500000
3143,9000000
6200,6000000
2154,5700000
1810,8000000
495,12100000
7911,4070000
1480,5500000
3237,4151000
2542,4200000
7509,15000000
6170,7400000
9107,5700000
4529,15000000
8472,7493000
6602,7500000
5847,9000000
66,6000000
3675,9436000
6541,7727000
2668,4600000
5702,4000000
5250,5300000
7760,5271000
9489,3900000
9878,10500000
6649,9000000
4163,9000000
6685,9600000
7601,4000000
8029,4360000
6386,7500000
7239,6000000
2064,3990000
8053,3700000
349,11000000
3041,5650000
7157,9000000
4699,8600000
5624,8800000
5390,7300000
4623,5800000
4524,7395000
2170,9000000
364,5850000
7317,4200000
3557,13500000
19,9300000
5731,4004999
9106,5355000
6008,14900000
516,7000000
3153,4650000
5556,8483000
4214,7500000
6673,6000000
3582,8200000
2804,18000000
9813,11000000
7823,3865000
6852,10000000
2177,4800000
9432,31200000
4357,8098999
2078,3148000
8418,11800000
5971,72000000
562,4200000
1467,3700000
2611,6000000
2464,5000000
5391,11000000
7042,16000000
6511,7900000
1777,3600000
4178,4100000
5211,6500000
7161,12000000
5078,6000000
6362,3500000
9778,5600000
5286,5700000
1534,3200000
4126,6000000
4253,19000000
37,6900000
8263,14600000
6266,3644000
1369,13500000
75,4200000
8602,13000000
7976,34000000
9061,4042000
5482,6200000
7296,9000000
4288,6900000
2866,19800000
6265,3890000
7596,6000000
568,2500000
7371,30000000
7417,3800000
431,5000000
6322,3500000
4174,6500000
10111,9213000
9941,7020999
3749,4700000
1738,6678000
4501,6000000
9604,6300000
8678,5500000
4862,5200000
4681,4200000
8933,14700000
10110,8500000
9218,7900000
7621,7000000
9038,6255000
2590,11500000
298,4100000
7533,14200000
6327,7400000
9407,5700000
2622,15400000
6387,9300000
9609,5658000
2620,5600000
6247,8600000
3590,6000000
342,6600000
3384,30000000
9030,4500000
7437,40000000
4838,11000000
9113,4060000
9186,5336000
6756,6000000
1074,5087000
9956,3800000
498,4500000
9602,9651000
7523,2250000
6788,16000000
5241,7900000
7409,5300000
3822,5500000
5118,6500000
44,5600000
5023,5500000
9239,6320000
4183,5674000
8160,25000000
2206,3811999
3928,5000000
4499,5600000
1463,6000000
3109,6600000
9246,5276000
186,5000000
3748,4655000
999,8000000
8123,150000000
9001,8200000
691,11500000
3461,10000000
4468,2800000
7091,32500000
7344,8500000
4144,9500000
5500,9000000
4061,5800000
5084,6500000
353,12000000
891,6900000
855,6512000
8106,5700000
7293,6500000
8176,17500000
5256,8000000
3248,3800000
765,10000000
3668,11800000
7237,30000000
7624,6530000
3666,8200000
7453,5200000
4658,6700000
5775,4600000
3351,5000000
4264,7800000
1171,4800000
2460,4500000
7898,8600000
4544,22300000
6614,4600000
2532,4000000
2593,9800000
3026,6400000
5298,9914000
3295,7359500
6075,31500000
7422,2550000
6802,6200000
8777,8300000
1892,16200000
9286,13400000
4651,5600000
2157,3500000
1614,4613000
4568,29000000
8991,5980000
8711,30200000
1451,7616000
9503,6700000
8267,11000000
3018,13500000
7548,4500000
8594,24000000
618,5681000
6187,9500000
709,8600000
1293,4800000
8032,4582000
9740,10600000
7343,8200000
8941,10600000
4024,7500000
8015,4550000
2607,4600000
2446,2600000
6351,10000000
3006,6000000
8505,5700000
229,3300000
6822,6500000
3308,6000000
9879,9600000
2085,7290000
7489,4500000
5401,4500000
4903,5000000
3150,8030000
194,5400500
2820,13000000
1927,9900000
7301,7500000
668,6600000
2786,12000000
9885,4100000
2440,8250000
6842,4900000
6786,8387000
1916,3600000
8964,9800000
6451,4100000
5580,22500000
4617,5800000
9223,6000000
2175,3000000
5636,7600000
2796,7800000
297,3892000
1901,22500000
8192,6800000
9995,7500000
580,8500000
4708,4981000
2174,2813000
264,5800000
7438,15000000
6512,4300000
1753,7915000
2443,6500000
5578,4827000
7992,24500000
9076,6000000
7340,6300000
7245,5500000
1760,6500000
9031,4500000
3022,5750000
6663,3200000
6629,7500000
1894,8698000
9935,17500000
7704,5500000
5603,2800000
9756,7700000
9200,4000000
5159,7350000
8146,7500000
2947,36000000
8063,6500000
4431,4000000
261,5236000
3622,8600000
4153,8500000
5913,3170000
7676,5825000
543,1025000
3233,4309000
4471,3000000
9983,4500000
4147,3844000
3459,4500000
4691,4400000
22,13100000
3391,5000000
8665,5500000
3236,3700000
2513,8500000
1923,6500000
510,20500000
403,7700000
9216,3400000
3897,13000000
9822,6190000
6929,10100000
7246,7105000
6626,5500000
6737,7000000
8742,6600000
5943,4100000
6164,4400000
2896,14000000
8661,7500000
8976,7955000
8117,66000000
6425,16000000
1117,7200000
6958,4838000
6979,5000000
2843,36500000
7547,4600000
1186,65000000
2680,6000000
787,4851000
3314,5092000
5048,11600000
6721,7500000
2917,9600000
2338,4600000
8712,6400000
8585,4100000
7268,12000000
8786,10100000
8924,9500000
7577,4800000
6515,7500000
741,7452000
6959,3100000
5926,16000000
277,5500000
8321,12000000
9970,6997000
3958,3900000
3595,9300000
6795,3500000
6974,6500000
3855,6000000
2049,2700000
1420,6200000
2301,3075000
2975,10300000
2096,4100000
4666,8000000
1332,3500000
1005,8961000
8606,6500000
9337,6880000
78,6000000
9721,6688000
7984,37200000
3485,8700000
2810,7990000
2723,4600000
9275,5000000
9801,5200000
8365,7500000
9789,7601000
7664,4200000
2720,7800000
7876,8373999
6697,9300000
7551,6500000
5773,4200000
6495,9000000
5483,23500000
4654,5300000
1625,9500000
4298,6000000
7395,7000000
9714,7500000
3367,6405000
3591,3997999
8990,6500000
6701,7727000
5387,10600000
9323,7100000
2653,4400000
9349,7500000
3250,4151000
3000,5700000
4006,2400000
2748,7300000
5652,10000000
3844,5600000
4428,5200000
6038,5610000
1312,4500000
4682,5000000
2766,7900000
6195,33300000
7012,4194000
8758,15900000
2833,19800000
6139,7000000
9529,12500000
1490,6200000
7852,4879000
412,4200000
2648,6738000
8851,5600000
7380,5000000
6458,4500000
9965,9800000
4578,13500000
4267,8800000
6547,16500000
9414,7100000
3087,6500000
4286,27200000
6395,5000000
1134,5999000
3096,8418000
1167,8900000
2088,3364000
915,9000000
1324,3746000
2121,2700000
8750,13500000
8281,10000000
1208,7597000
5801,62900000
9243,5900000
970,4200000
8056,7200000
5232,16000000
1112,7900000
5228,9800000
9088,4800000
1067,4260000
7922,2200000
1744,10000000
3518,20000000
9371,16100000
7998,12900000
7107,8000000
9373,70000000
8128,7500000
2740,9700000
5189,6000000
4583,12500000
8554,8600000
7304,3640000
9622,8000000
1474,6000000
1082,5600000
5749,10500000
2110,5800000
2226,5500000
5033,6500000
1786,6000000
1321,4172999
3715,5200000
9444,4950000
9961,3500000
8768,8400000
5728,21500000
8940,16000000
5645,4600000
1073,3654000
7859,7138000
4881,5300000
2195,4043000
9406,4100000
2214,4000000
6207,6000000
7617,10000000
5650,4500000
3252,4600000
4043,4520000
9590,6900000
8909,12000000
2216,3250000
4794,7500000
226,6200000
2841,6540000
1812,30000000
2626,5600000
3196,4824000
224,4355000
6031,4900000
9404,25000000
6816,13000000
4261,9900000
9737,16000000
6526,4480000
1236,12000000
2567,7500000
1886,4000000
7476,7800000
5839,8603000
385,12900000
7795,3500000
5414,5400000
9569,5500000
1077,3969000
472,1939999
5844,8000000
2340,1689999
3635,7119499
6089,10000000
6956,5500000
7578,40000000
6945,9000000
7519,5233000
7597,18000000
2199,3813000
8149,4500000
3943,4800000
8285,5600000
9096,8500000
7978,51000000
2135,2960000
4800,4800000
5115,5500000
1279,4300000
6661,10000000
8001,17500000
9408,16200000
4430,4200000
4418,5800000
5271,1400000
4748,10500000
1095,4200000
1882,5000000
5351,19400000
1014,8289000
9447,4050000
1931,4100000
7644,6900000
10070,7584000
9234,3800000
36,4100000
9125,4008000
8487,18700000
8475,4450000
3733,6600000
4766,17000000
131,7300000
7170,2000000
9150,3500000
6433,15500000
2089,3500000
6264,11000000
4022,4000000
6287,4800000
5065,4700000
4272,8200000
8797,5030000
3052,10900000
9459,9617000
8717,6650000
8040,11200000
8860,5800000
5262,9900000
67,7500000
1500,4500000
6711,4500000
8979,5000000
9475,7950000
6789,26000000
8064,6800000
2037,11900000
9694,9500000
1461,5655000
7660,4600000
6025,12500000
2709,4700000
468,1600000
1708,80000000
2401,3800000
5498,4550000
2536,9000000
9755,5191000
7249,27300000
3740,4961000
2060,4700000
8955,24900000
2308,4550000
7949,37000000
3739,5300000
7011,7500000
1959,7200000
11,50000000
6423,5500000
3142,6918000
1836,3900000
3654,12500000
2903,9700000
3713,7200000
2889,10000000
6944,4950000
5424,10000000
6051,8200000
7297,35000000
4420,5200000
4555,11000000
1299,3200000
9748,9800000
9884,4800000
6158,11000000
1346,4000000
8103,7500000
4380,7300000
308,6500000
8422,12500000
8573,9877000
4168,3500000
9308,5800000
1716,22500000
8380,6350000
7530,9000000
4160,6098000
3033,5232000
8647,4700000
7336,4000000
2055,2100000
10003,7700000
995,41500000
7836,3840999
9896,6450000
7071,2818000
8398,8900000
8011,15700000
1419,5700000
7316,5500000
3254,7000000
1325,4143000
1476,8500000
9428,6850000
760,5870000
4368,4200000
5442,7250000
6732,6500000
7171,21500000
8376,11000000
9743,3900000
1425,3500000
8214,3035000
10079,6408000
8395,14500000
9395,16300000
1347,5396000
7475,2300000
3738,15500000
2047,3465000
6262,35000000
3505,26000000
1228,6990000
7887,9800000
5293,8500000
6931,5600000
1966,4000000
4495,12500000
5221,3982000
6933,7500000
7457,9500000
89,13100000
7225,6200000
8555,7500000
3722,6500000
2688,9000000
7220,2800000
1159,5100000
8873,5597500
6077,24000000
1053,4500000
2946,24000000
9830,13900000
6513,3500000
1209,8453000
6995,3600000
8799,5868000
4303,13200000
3021,4455000
7570,7000000
4008,3463000
4787,5500000
378,12000000
8900,8573000
994,25000000
4114,6900000
2040,3364000
2600,6500000
8108,5400000
5830,4827000
4584,8500000
9105,5800000
1871,12000000
3426,16000000
4150,6800000
4806,7500000
969,6000000
2428,3450000
8483,13000000
804,8000000
9350,8550000
3333,6900000
5721,11000000
5826,6750000
9251,4000000
1527,2486000
6079,9778000
6546,5500000
3058,4260000
1543,2500000
4388,6400000
8571,19500000
2306,3783000
3553,15000000
8968,7500000
2151,7500000
3513,25100000
2075,6600000
3082,10900000
9472,11500000
3356,6200000
7605,3500000
4990,5886000
6344,6500000
929,6100000
2586,6100000
550,2500000
9858,8000000
3408,6900000
9802,7500000
3883,5858000
9731,8500000
8811,7200000
6975,4680000
3428,6500000
1560,3035000
2321,8091000
161,7500000
2486,9500000
9500,6196000
5089,6000000
923,8500000
7186,6500000
7257,15600000
7049,7725000
7995,14800000
8934,10600000
6750,6900000
8325,9300000
2063,5000000
9558,8200000
368,13000000
4294,4382000
7259,5100000
1851,1700000
5367,5355000
1813,19500000
2249,3249000
1990,4044000
2254,4000000
5668,6800000
5099,8000000
7610,4200000
6161,4900000
462,2200000
9929,6500000
980,26000000
4999,9400000
473,3600000
9201,4000000
6317,6800000
8446,8500000
7230,17000000
2368,9545000
6085,7500000
5680,15500000
4459,1500000
3747,4274000
5019,9000000
2020,6715000
8458,14500000
2147,3292000
9433,9000000
2643,13000000
1409,7400000
6418,4600000
9933,5600000
310,8500000
6186,4000000
8122,70000000
8433,7500000
1207,12600000
2591,4800000
4019,6500000
3319,4736000
8899,9600000
594,5500000
9155,5525000
3429,10300000
8670,7900000
2320,7500000
7043,9500000
770,7548000
6904,4250000
3892,7000000
4478,3500000
5741,5000000
2282,3350000
3138,5300000
983,17500000
604,4600000
9488,4584000
9921,10000000
1442,8500000
4687,6000000
1650,4676000
455,2599000
6781,6500000
2582,9000000
5651,3950000
3826,5800000
3802,4300000
8666,5800000
2324,7500000
4897,3500000
1160,6300000
8731,8000000
1199,5670000
8230,3300000
6044,16000000
3242,4600000
8977,9000000
8754,13500000
793,5900000
3436,10000000
4315,11200000
9268,6800000
8209,12500000
7282,7200000
2858,17500000
4355,7798999
8556,6000000
2385,34500000
7433,3300000
3392,4000000
3935,3000000
4884,16000000
1061,5006000
6757,3300000
4906,5500000
2563,9000000
5064,17500000
4852,5538000
3265,4950000
4945,9000000
1722,4250000
7817,4500000
9422,4000000
1418,5700000
1488,3800000
3640,8004000
502,5500000
212,3933000
5743,11000000
6823,13500000
6463,3849000
5665,5000000
5571,2000000
7253,5500000
8514,8500000
6728,41100000
8130,5400000
8807,6084000
1473,6700000
6519,6900000
2848,8387000
7355,5600000
447,5400000
7886,4204000
8497,4850000
8936,10400000
2374,14000000
834,5893500
1023,7500000
4007,3150000
571,5500000
5635,45000000
576,6500000
6130,36000000
3272,5000000
7576,6393000
6655,4100000
2855,9200000
10086,9213000
9814,11000000
6581,6500000
1896,20000000
650,8090000
4083,9200000
1737,6200000
3916,6000000
3100,18000000
8,6550000
2534,6263000
1047,4662000
8674,5600000
10122,6408000
9289,10000000
5432,7550000
153,6500000
367,8000000
43,23000000
2935,8500000
639,3400000
1776,4300000
3398,3360000
2547,50000000
2980,12500000
9544,22400000
2745,7700000
2382,15400000
8415,6800000
4696,8300000
6452,18500000
9052,4700000
8993,5500000
1389,7500000
4889,6100000
8050,13100000
10095,10000000
10116,6408000
7363,7000000
6910,5100000
5003,9000000
2090,2945000
1355,3148000
9661,6500000
2325,5500000
6564,3100000
3576,8200000
6407,9000000
6331,23000000
1528,1645000
6270,5800000
9477,6648000
1261,4600000
827,3332000
9920,6000000
7267,30000000
4445,4300000
5255,5600000
8374,7000000
3823,7800000
6582,1600000
4904,7700000
9697,4400000
683,6800000
4050,6950000
2535,6263000
1025,4710000
217,3694000
5465,7500000
5729,10600000
13,16700000
4831,9471000
5930,34200000
5588,11500000
1135,6500000
9827,7100000
6749,4010000
4828,9300000
7174,13500000
1519,1357000
8045,7500000
9464,5500000
786,4900000
2297,5035000
737,10800000
2826,12700000
5752,15400000
5009,5700000
4833,11000000
5557,9500000
1137,8500000
9466,14600000
1323,3000000
2546,50000000
3520,10200000
964,4735000
7735,7440000
346,9500000
124,12000000
6653,7000000
86,6000000
4456,3300000
7494,13000000
7528,6400000
6892,9500000
460,3600000
886,6500000
6996,7500000
5355,19700000
4678,4400000
3571,7800000
7089,18200000
958,9500000
323,9800000
58,11000000
2045,6500000
2332,4200000
4489,3850000
7351,3950000
1983,4500000
9191,3640000
7218,20000000
9310,8600000
1861,8600000
8028,11500000
9195,5700000
8171,26000000
232,8000000
4337,11000000
506,10000000
9196,4400000
2363,8500000
7098,2950000
9205,7100000
3290,8500000
9496,3438500
179,11000000
7963,13000000
6376,4500000
525,14000000
3107,8800000
4480,4100000
1280,3200000
9047,4655000
4366,4900000
8217,4200000
3456,7500000
5252,5000000
1086,4442000
2264,3784000
6790,6700000
6297,3300000
8889,5100000
5584,7000000
1635,4600000
309,8000000
1544,1645000
8782,7900000
411,9000000
1692,41500000
2538,6000000
5788,7000000
6785,7400000
9128,6000000
5165,6200000
4033,6400000
5560,9500000
1238,6200000
6283,3315000
4665,5400000
374,11900000
4390,4061000
3172,6918000
4784,14000000
4979,22000000
1657,4500000
7903,6684999
1904,13000000
6768,4500000
2613,4600000
3133,6890000
9384,9100000
7005,27500000
9599,13800000
5972,5960000
8697,4900000
10117,10000000
3451,6900000
4211,5300000
972,5500000
2689,8500000
6443,5600000
9008,6000000
2507,11000000
4391,5000000
2449,7000000
9841,5500000
2598,4600000
1139,12000000
2330,6700000
5898,3200000
8654,3071500
8364,6975000
3073,9394000
6436,6400000
7332,7600000
69,5700000
6276,20000000
843,7500000
9168,15000000
4481,7500000
5226,6000000
6597,8400000
512,14000000
4987,21200000
1365,3075000
692,6300000
5861,11500000
1166,8900000
9213,6000000
5903,8800000
1641,5000000
7308,7548000
2232,3700000
2772,11200000
7418,8500000
5675,3950000
2660,5600000
9090,3500000
5202,13000000
6855,6500000
396,13500000
8043,22000000
712,8000000
2134,3027000
6523,9500000
8118,48000000
7483,3556000
3651,11000000
7229,9000000
9610,15600000
7386,5653000
8921,6559000
6,36800000
1596,4500000
812,7000000
3891,6000000
9064,5500000
233,16500000
727,2700000
271,4285000
3226,4500000
1494,16200000
3737,16200000
3901,6800000
4464,2500000
3875,5000000
7315,4500000
8480,17800000
6248,39000000
448,2550000
8031,5300000
1070,5791000
9227,6000000
8296,9000000
3950,4000000
2839,5063000
4718,5600000
3964,4800000
8408,11600000
4423,1800000
1827,4287000
9762,4613000
3205,6700000
1376,7000000
2027,2945000
8601,5500000
8148,6000000
7123,9500000
6967,8000000
2155,9000000
5831,17000000
3288,4230000
4880,5800000
8086,6000000
4044,6800000
6698,6100000
9725,7300000
628,4500000
878,4800000
4729,6111000
5024,10000000
4403,3700000
2287,3811999
5000,22000000
4327,7500000
1468,4900000
7427,20000000
726,8043000
4761,11500000
8735,5500000
1998,5800000
4442,6600000
7857,5387000
6939,7500000
1087,4400000
4774,7200000
7430,19000000
4181,6500000
350,8000000
9733,16100000
9824,5200000
4281,5030000
4375,7500000
7628,6290000
9532,4000000
4307,10500000
7236,4266000
9283,12900000
5679,5100000
4545,5800000
6406,4800000
2981,12500000
5508,3600000
1017,3836999
2342,6498000
8219,3540999
9989,6000000
8847,10700000
2890,6000000
